measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,358,Yellow fever,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,358,Yellow fever,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,358,Yellow fever,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,359,Rabies,1,Number,2016,0.0146025991546,0.0219426824658,0.00944380890349
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,359,Rabies,1,Number,2016,0.00945507654127,0.0144800682831,0.00623882933894
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,359,Rabies,2,Percent,2016,7.40970110762e-10,9.78290572932e-10,6.09057403919e-10
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,359,Rabies,2,Percent,2016,4.00612054735e-10,5.36045123965e-10,3.26232286649e-10
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,360,Intestinal nematode infections,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,360,Intestinal nematode infections,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,360,Intestinal nematode infections,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,360,Intestinal nematode infections,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,361,Ascariasis,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,361,Ascariasis,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,361,Ascariasis,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,361,Ascariasis,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,362,Trichuriasis,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,362,Trichuriasis,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,362,Trichuriasis,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,362,Trichuriasis,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,363,Hookworm disease,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,363,Hookworm disease,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,363,Hookworm disease,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,363,Hookworm disease,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,364,Food-borne trematodiases,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,364,Food-borne trematodiases,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,364,Food-borne trematodiases,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,364,Food-borne trematodiases,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,365,Other neglected tropical diseases,1,Number,2016,2.30194648577,4.02157428426,1.18924360638
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,365,Other neglected tropical diseases,1,Number,2016,2.65917840604,4.64579616541,1.37352295582
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,365,Other neglected tropical diseases,2,Percent,2016,1.1681325741e-07,1.91844810542e-07,6.73514761329e-08
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,365,Other neglected tropical diseases,2,Percent,2016,1.12719856062e-07,1.84834721791e-07,6.47011182172e-08
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,366,Maternal disorders,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,366,Maternal disorders,1,Number,2016,12349.1102107,17873.3131164,8083.10332901
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,366,Maternal disorders,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,366,Maternal disorders,2,Percent,2016,0.000524789756083,0.000653319189231,0.000415993522908
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,367,Maternal hemorrhage,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,367,Maternal hemorrhage,1,Number,2016,2583.29259077,3834.60232284,1623.35431308
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,367,Maternal hemorrhage,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,367,Maternal hemorrhage,2,Percent,2016,0.000109853375744,0.000144164072312,8.12212939636e-05
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,368,Maternal sepsis and other maternal infections,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,368,Maternal sepsis and other maternal infections,1,Number,2016,607.11891426,1113.4006391,304.234243986
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,368,Maternal sepsis and other maternal infections,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,368,Maternal sepsis and other maternal infections,2,Percent,2016,2.586478213e-05,4.34461751986e-05,1.4067489318e-05
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,369,Maternal hypertensive disorders,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,369,Maternal hypertensive disorders,1,Number,2016,5363.53628173,8489.03762636,3015.04484398
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,369,Maternal hypertensive disorders,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,369,Maternal hypertensive disorders,2,Percent,2016,0.000227729779393,0.000325128867472,0.000148643822816
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,370,Maternal obstructed labor and uterine rupture,1,Number,2016,1101.0185647,1855.47410822,583.245301861
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,370,Maternal obstructed labor and uterine rupture,2,Percent,2016,4.69216214017e-05,7.65331450375e-05,2.61911960133e-05
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,371,"Maternal abortion, miscarriage, and ectopic pregnancy",1,Number,2016,842.375989513,1293.22946046,489.914918661
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,371,"Maternal abortion, miscarriage, and ectopic pregnancy",2,Percent,2016,3.5726854681e-05,4.98852466379e-05,2.44291084613e-05
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,379,Other maternal disorders,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,379,Other maternal disorders,1,Number,2016,1851.76786971,2679.82376099,1213.22433756
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,379,Other maternal disorders,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,379,Other maternal disorders,2,Percent,2016,7.86933427329e-05,9.79590394406e-05,6.23938522822e-05
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,380,Neonatal disorders,1,Number,2016,213430.669031,291337.653934,149333.464006
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,380,Neonatal disorders,1,Number,2016,218518.839888,299579.619521,152900.419156
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,380,Neonatal disorders,2,Percent,2016,0.0109847995206,0.0150825813924,0.00786217974313
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,380,Neonatal disorders,2,Percent,2016,0.00939545169812,0.0130407801793,0.00671431875921
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,381,Neonatal preterm birth,1,Number,2016,164092.034734,234856.431024,108649.429741
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,381,Neonatal preterm birth,1,Number,2016,173272.143977,246570.656511,117396.383756
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,381,Neonatal preterm birth,2,Percent,2016,0.00843402597027,0.0117355727757,0.00577799974572
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,381,Neonatal preterm birth,2,Percent,2016,0.00744194720109,0.0101982281108,0.00515131657253
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,382,Neonatal encephalopathy due to birth asphyxia and trauma,1,Number,2016,12451.7617641,20904.0204229,6518.6025887
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,382,Neonatal encephalopathy due to birth asphyxia and trauma,1,Number,2016,11499.1719546,18764.7541511,6020.01471906
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,382,Neonatal encephalopathy due to birth asphyxia and trauma,2,Percent,2016,0.000640298986891,0.00109123873263,0.000344748572042
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,382,Neonatal encephalopathy due to birth asphyxia and trauma,2,Percent,2016,0.000493821331326,0.000809733805167,0.000263537820406
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,383,Neonatal sepsis and other neonatal infections,1,Number,2016,27946.053386,61905.2628061,12004.7868732
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,383,Neonatal sepsis and other neonatal infections,1,Number,2016,25940.2202651,56771.4630848,11529.4310016
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,383,Neonatal sepsis and other neonatal infections,2,Percent,2016,0.00145126720653,0.00328188353527,0.000613300034084
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,383,Neonatal sepsis and other neonatal infections,2,Percent,2016,0.00112481728797,0.00252861823274,0.000484787771546
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,384,Hemolytic disease and other neonatal jaundice,1,Number,2016,4350.75894281,5523.5675024,3290.64991375
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,384,Hemolytic disease and other neonatal jaundice,1,Number,2016,3879.25360791,4954.45381455,2963.94644312
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,384,Hemolytic disease and other neonatal jaundice,2,Percent,2016,0.000223814598741,0.000280856892849,0.000175901205963
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,384,Hemolytic disease and other neonatal jaundice,2,Percent,2016,0.000166706600795,0.000209307045391,0.000129914131813
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,385,Other neonatal disorders,1,Number,2016,4590.0602041,6685.93632207,3034.4159679
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,385,Other neonatal disorders,1,Number,2016,3928.05008312,5708.10679058,2609.87309206
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,385,Other neonatal disorders,2,Percent,2016,0.000235392758208,0.000330569889037,0.000165915801403
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,385,Other neonatal disorders,2,Percent,2016,0.000168159276934,0.000231779616351,0.000118714768656
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,386,Nutritional deficiencies,1,Number,2016,48068.9937015,71089.3077216,31756.0723732
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,386,Nutritional deficiencies,1,Number,2016,99695.9825224,145374.628171,66122.2845727
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,386,Nutritional deficiencies,2,Percent,2016,0.00244900768314,0.00322512385003,0.00189639357448
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,386,Nutritional deficiencies,2,Percent,2016,0.00424291546008,0.00561487411046,0.0032707624848
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,387,Protein-energy malnutrition,1,Number,2016,10417.1746418,14782.1855989,6746.4818245
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,387,Protein-energy malnutrition,1,Number,2016,8817.10071266,12404.9838078,5725.29060657
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,387,Protein-energy malnutrition,2,Percent,2016,0.000529549974837,0.000655434382055,0.000425096223172
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,387,Protein-energy malnutrition,2,Percent,2016,0.000374394948846,0.000467597811155,0.000294150532042
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,388,Iodine deficiency,1,Number,2016,14640.7589667,20626.8821678,9819.1622747
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,388,Iodine deficiency,1,Number,2016,24782.8433602,34780.1813473,16559.157181
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,388,Iodine deficiency,2,Percent,2016,0.00074630018366,0.000936202206576,0.000584244887406
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,388,Iodine deficiency,2,Percent,2016,0.00105564826317,0.00132985494585,0.000824901145156
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,389,Vitamin A deficiency,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,389,Vitamin A deficiency,1,Number,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,389,Vitamin A deficiency,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,389,Vitamin A deficiency,2,Percent,2016,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,390,Dietary iron deficiency,1,Number,2016,22653.5162875,38437.5081175,12906.702229
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,390,Dietary iron deficiency,1,Number,2016,65792.8167266,100889.240489,41862.4273874
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,390,Dietary iron deficiency,2,Percent,2016,0.00115498187678,0.00173373263754,0.000734118083503
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,390,Dietary iron deficiency,2,Percent,2016,0.0027999965514,0.00391365390025,0.00200392427298
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,543,Alzheimer disease and other dementias,1,Number,2016,224373.710514,291834.371064,161901.510374
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,543,Alzheimer disease and other dementias,1,Number,2016,373231.045657,482546.251093,269287.108477
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,543,Alzheimer disease and other dementias,2,Percent,2016,0.0114751908334,0.013411012015,0.00969590757109
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,543,Alzheimer disease and other dementias,2,Percent,2016,0.0159393781679,0.0187027664435,0.0135064452997
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,544,Parkinson disease,1,Number,2016,46379.6459128,61369.1528546,32016.0960194
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,544,Parkinson disease,1,Number,2016,34474.753608,45633.7459335,23815.1480192
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,544,Parkinson disease,2,Percent,2016,0.00236943637074,0.00279344362312,0.00196637060072
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,544,Parkinson disease,2,Percent,2016,0.00147072115676,0.00174533116402,0.00121672575302
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,545,Epilepsy,1,Number,2016,141573.688859,205179.813398,90681.5106668
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,545,Epilepsy,1,Number,2016,156204.77609,227398.993061,100214.424924
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,545,Epilepsy,2,Percent,2016,0.007243062943,0.00977955676205,0.00503026098819
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,545,Epilepsy,2,Percent,2016,0.0066749765383,0.00902051634292,0.00463718691979
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,546,Multiple sclerosis,1,Number,2016,39006.8042817,49994.4599921,27593.6950013
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,546,Multiple sclerosis,1,Number,2016,91496.0320957,117765.438196,65667.9266701
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,546,Multiple sclerosis,2,Percent,2016,0.00199911794982,0.00236995233023,0.00159008194901
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,546,Multiple sclerosis,2,Percent,2016,0.00391573217434,0.00466326276153,0.00310191468766
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,547,Migraine,1,Number,2016,533060.366543,739981.660365,349590.576226
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,547,Migraine,1,Number,2016,1477014.35414,2074635.31305,943732.389552
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,547,Migraine,2,Percent,2016,0.0272049075823,0.0340416561119,0.0205508390838
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,547,Migraine,2,Percent,2016,0.0629511864331,0.0805861212231,0.0463347283478
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,548,Tension-type headache,1,Number,2016,104680.408182,151324.865842,67418.6602883
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,548,Tension-type headache,1,Number,2016,188287.938853,275684.120032,121678.746039
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,548,Tension-type headache,2,Percent,2016,0.00532625920638,0.00680302395957,0.003988119106
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,548,Tension-type headache,2,Percent,2016,0.00800110388086,0.0101134903632,0.00606847016671
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,554,Motor neuron disease,1,Number,2016,7105.37025376,9288.56586194,5088.57281551
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,554,Motor neuron disease,1,Number,2016,6095.34706546,7987.93268751,4315.61792365
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,554,Motor neuron disease,2,Percent,2016,0.000362851865662,0.000409883301389,0.000313191661398
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,554,Motor neuron disease,2,Percent,2016,0.000259836380393,0.000294366130341,0.000224842824991
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,557,Other neurological disorders,1,Number,2016,36154.4316924,49051.955835,24476.3310579
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,557,Other neurological disorders,1,Number,2016,44282.9377443,58739.7045731,30635.5608854
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,557,Other neurological disorders,2,Percent,2016,0.00184855603205,0.00232305357977,0.00142727874406
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,557,Other neurological disorders,2,Percent,2016,0.00189162179423,0.0023272680749,0.00149205243425
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,558,Mental disorders,1,Number,2016,4894593.25652,6234573.71085,3576427.94796
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,558,Mental disorders,1,Number,2016,5255854.61947,6757543.21393,3797913.56974
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,558,Mental disorders,2,Percent,2016,0.250310054938,0.279458862115,0.214146659907
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,558,Mental disorders,2,Percent,2016,0.224379761392,0.250426813503,0.193220368705
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,559,Schizophrenia,1,Number,2016,361145.121431,448084.777489,265949.577408
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,559,Schizophrenia,1,Number,2016,324050.763134,399521.414097,239358.878278
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,559,Schizophrenia,2,Percent,2016,0.0186303581577,0.0235773189893,0.0139960004955
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,559,Schizophrenia,2,Percent,2016,0.0139649848602,0.0177641068658,0.0104831808716
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,560,Alcohol use disorders,1,Number,2016,405731.700478,544034.910815,282803.186785
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,560,Alcohol use disorders,1,Number,2016,228155.723699,308013.506866,158092.995005
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,560,Alcohol use disorders,2,Percent,2016,0.0206838713315,0.024535268789,0.0173169912828
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,560,Alcohol use disorders,2,Percent,2016,0.00971612780769,0.0115374755213,0.00809857789102
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,561,Drug use disorders,1,Number,2016,1392457.47955,1761035.70259,995949.067671
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,561,Drug use disorders,1,Number,2016,931411.849975,1179821.17874,675551.286674
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,561,Drug use disorders,2,Percent,2016,0.0714295573241,0.0864579538277,0.0553328517405
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,561,Drug use disorders,2,Percent,2016,0.039912609051,0.0481359895847,0.0310320873838
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,562,Opioid use disorders,1,Number,2016,982388.274448,1258403.33727,684487.391915
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,562,Opioid use disorders,1,Number,2016,656556.908777,836429.918754,462930.026874
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,562,Opioid use disorders,2,Percent,2016,0.0504928242257,0.0635324935735,0.0376261563726
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,562,Opioid use disorders,2,Percent,2016,0.0281903132556,0.0356127494482,0.0212539180282
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,563,Cocaine use disorders,1,Number,2016,152285.414066,215856.852795,95601.7108822
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,563,Cocaine use disorders,1,Number,2016,86005.2307656,122057.965409,54072.8324496
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,563,Cocaine use disorders,2,Percent,2016,0.0077807942065,0.0102729681019,0.00558945899441
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,563,Cocaine use disorders,2,Percent,2016,0.00367067159891,0.00484215540958,0.00263960328377
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,564,Amphetamine use disorders,1,Number,2016,51436.3423133,78383.2492828,31801.3783005
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,564,Amphetamine use disorders,1,Number,2016,49128.4990368,73661.607711,30205.0880135
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,564,Amphetamine use disorders,2,Percent,2016,0.00262912965731,0.0036730119805,0.00175523344797
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,564,Amphetamine use disorders,2,Percent,2016,0.00209812738486,0.00292579467538,0.00140349219009
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,565,Cannabis use disorders,1,Number,2016,52274.3688142,76807.3978392,33745.8097207
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,565,Cannabis use disorders,1,Number,2016,25240.1168871,36909.5382845,16282.8957891
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,565,Cannabis use disorders,2,Percent,2016,0.00265998900422,0.00341251074472,0.00203402021849
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,565,Cannabis use disorders,2,Percent,2016,0.00107281760922,0.00138184121542,0.000815002447362
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,566,Other drug use disorders,1,Number,2016,154073.079909,214719.449259,101193.927433
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,566,Other drug use disorders,1,Number,2016,114481.094509,157507.583616,77565.2572127
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,566,Other drug use disorders,2,Percent,2016,0.00786682023036,0.00998935237808,0.00591756410339
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,566,Other drug use disorders,2,Percent,2016,0.00488067920249,0.00614045976813,0.00380294114094
3,YLDs (Years Lived with Disability),102,United States,1,Male,22,All Ages,567,Depressive disorders,1,Number,2016,948249.868678,1281897.05273,656390.014143
3,YLDs (Years Lived with Disability),102,United States,2,Female,22,All Ages,567,Depressive disorders,1,Number,2016,1766790.60837,2396554.11658,1223901.44868
